ds,y,País,USD,yhat,id
2020-08-01,117.0222,113.3375,5.280191304347826,111.13929047245082,0
2020-09-01,130.8449,128.3004,5.461233333333333,128.1753417262213,0
2020-10-01,156.7972,147.4121,5.399485714285714,147.8636544523958,0
2020-11-01,169.1946,157.3982,5.625790476190476,160.3873297246393,0
2020-12-01,147.9145,140.9301,5.417835,145.8995437186182,0
2021-01-01,147.6618,148.7721,5.145586363636364,148.65709165158927,0
2021-02-01,150.3854,154.5318,5.356245,153.06587363216516,0
2021-03-01,156.5591,158.7933,5.416494444444444,158.32984713490373,0
2021-04-01,160.8866,163.2929,5.646147826086957,163.99275265493458,0
2021-05-01,162.8333,164.071,5.562135,166.77456602327564,0
2021-06-01,149.7397,152.1141,5.291057142857143,156.16820049613824,0
2021-07-01,153.2396,151.7851,5.031904761904762,153.50270672339246,0
2021-08-01,164.3178,158.4395,5.156704545454546,159.89173039387194,0
2021-09-01,163.2808,159.3011,5.251718181818182,162.52827451273072,0
2021-10-01,159.1253,160.0081,5.279690476190477,163.1757833826235,0
2021-11-01,150.7073,156.2219,5.53998,159.32637674525768,0
2021-12-01,147.7805,158.5404,5.55686,159.54073787318978,0
2022-01-01,157.6591,168.3471,5.651391304347826,166.78363457015274,0
2022-02-01,172.8668,183.7549,5.534104761904762,181.24056389575716,0
2022-03-01,179.2949,191.9989,5.196578947368421,191.14756882569716,0
2022-04-01,163.8339,175.3033,4.968381818181818,177.41779538418382,0
2022-05-01,169.6312,179.881,4.758015789473684,180.89414671315825,0
2022-06-01,167.0821,177.164,4.95505,179.31689296428323,0
2022-07-01,162.7612,173.1207,5.049209523809524,175.15557488561916,0
2022-08-01,160.7707,170.1701,5.368071428571429,172.4345282031576,0
2022-09-01,160.6848,169.2618,5.143286956521739,171.4947046626855,0
2022-10-01,160.1337,167.2148,5.236957142857143,169.16961293178633,0
2022-11-01,166.4214,170.1859,5.2503,171.587877880501,0
2022-12-01,161.2294,167.8738,5.274649999999999,169.95808498473986,0
2023-01-01,153.8375,164.8989,5.242431818181818,165.55824242757774,0
2023-02-01,146.9514,159.6227,5.200681818181819,159.5015270764413,0
2023-03-01,140.0883,151.7918,5.171688888888889,151.934439729253,0
2023-04-01,125.2306,135.929,5.211460869565218,137.19648108823532,0
2023-05-01,112.0696,122.0503,5.019733333333333,124.09035337397852,0
2023-06-01,107.7732,119.3202,4.982836363636364,119.97240012310432,0
2023-07-01,110.8743,126.516,4.851566666666667,125.88063033604502,0
2023-08-01,117.4026,130.7555,4.800833333333333,130.8004666197521,0
2023-09-01,119.2491,130.9774,4.903543478260869,131.96024108027592,0
2023-10-01,119.6291,128.0043,4.93699,128.36858644981857,0
2023-11-01,121.2374,130.5401,5.064842857142857,130.44628497979173,0
2023-12-01,122.9548,130.4195,4.89834,130.5165866179972,0
2024-01-01,107.7371,116.9254,4.897245,117.75880110687902,0
2024-02-01,97.6436,105.3475,4.914395454545455,105.29431094204377,0
2024-03-01,103.2496,106.5652,4.964389473684211,105.00073461863384,0
2024-04-01,108.1828,113.1347,4.980135,112.52604206383928,0
2024-05-01,114.0022,118.2335,5.129095454545455,119.49362662149228,0
2024-06-01,118.9727,121.3981,5.133047619047619,123.0865865182178,0
2024-07-01,120.0369,121.7345,5.388975,123.2858020977656,0
2024-08-01,117.5516,119.2007,5.542047826086956,120.02387355806916,0
2024-09-01,123.7153,123.6574,5.5526136363636365,124.90974224818824,0
2024-10-01 00:00:00,0.0,95.2855248689504,5.682627517627892,96.18399645195484,0
2024-11-01 00:00:00,0.0,95.7992059752554,5.761510454154982,96.82243002320962,0
2024-12-01 00:00:00,0.0,95.95707554563256,5.822901353108311,95.81795096355876,0
2025-01-01 00:00:00,0.0,94.86986781600392,5.861650036487242,93.37662862094116,0
2025-02-01 00:00:00,0.0,93.55150607143946,5.739840118005764,90.99596990550464,0
2025-03-01 00:00:00,0.0,96.02946357502398,5.83929016776742,94.2845357999472,0
2025-04-01 00:00:00,0.0,95.7780917148023,5.891114395643148,94.94215382470132,0
2025-05-01 00:00:00,0.0,96.8813027492259,5.929940348586642,97.52080147404348,0
2025-06-01 00:00:00,0.0,98.03897526653282,5.993920655919183,99.00354960908902,0
2025-07-01 00:00:00,0.0,98.87600968072232,5.97799327764719,99.38876047723696,0
2025-08-01 00:00:00,0.0,97.59166450642924,5.91257958279846,97.9201471450938,0
2025-09-01 00:00:00,0.0,99.05886220095798,5.953368097485062,99.57200958630268,0
2025-10-01 00:00:00,0.0,98.84119493827504,6.021860375693352,99.86121786041848,0
2025-11-01 00:00:00,0.0,99.26452091531024,6.045917214132887,100.23068413469876,0
2025-12-01 00:00:00,0.0,99.33783359658692,6.09419017460413,99.54294286514852,0
2026-01-01 00:00:00,0.0,98.38651737410235,6.144435917953552,97.41672348502723,0
2026-02-01 00:00:00,0.0,97.40261994739518,6.100375853341017,95.65322954491914,0
2026-03-01 00:00:00,0.0,99.3962495277976,6.132585474089507,98.08093987969842,0
2026-04-01 00:00:00,0.0,99.32151965953716,6.219020932180626,98.759404690306,0
2026-05-01 00:00:00,0.0,100.37536728065766,6.227674617919489,101.17228165076315,0
2026-06-01 00:00:00,0.0,101.59488426659216,6.277252132638181,102.71194359534806,0
2026-07-01 00:00:00,0.0,102.27859774685588,6.269313306233983,103.25844697912754,0
2026-08-01 00:00:00,0.0,101.26107517433344,6.228820778042888,102.47582554429977,0
2026-09-01 00:00:00,0.0,102.6970780934834,6.290234354428923,103.97193237417412,0
2020-08-01,45.2704,45.8405,5.280191304347826,43.8987552887652,1
2020-09-01,50.0149,51.5842,5.461233333333333,48.6382581982259,1
2020-10-01,57.236,60.4194,5.399485714285714,56.224267692918175,1
2020-11-01,67.7848,72.0206,5.625790476190476,66.38166170244966,1
2020-12-01,64.7903,69.206,5.417835,64.35523758746137,1
2021-01-01,70.3659,72.5824,5.145586363636364,67.03048187180771,1
2021-02-01,73.2453,75.2972,5.356245,69.77586582265792,1
2021-03-01,76.6977,76.678,5.416494444444444,71.09893260167283,1
2021-04-01,86.8807,82.6983,5.646147826086957,76.9549730993456,1
2021-05-01,93.3588,88.8299,5.562135,81.95765707941433,1
2021-06-01,81.4832,82.3523,5.291057142857143,76.35048269200544,1
2021-07-01,83.8044,83.7149,5.031904761904762,77.01628501993237,1
2021-08-01,93.0999,89.089,5.156704545454546,81.32649893035449,1
2021-09-01,86.501,85.3425,5.251718181818182,77.90674708612299,1
2021-10-01,85.2321,83.04,5.279690476190477,76.05940429284789,1
2021-11-01,78.6501,79.5924,5.53998,73.50807880404632,1
2021-12-01,80.5104,79.5058,5.55686,73.78629179462908,1
2022-01-01,87.2222,86.186,5.651391304347826,79.58343572826824,1
2022-02-01,91.6741,89.4574,5.534104761904762,82.70484609433291,1
2022-03-01,93.6815,89.6562,5.196578947368421,83.03233821256785,1
2022-04-01,80.0222,82.1676,4.968381818181818,76.36354904022049,1
2022-05-01,81.317,81.656,4.758015789473684,75.62986670036297,1
2022-06-01,80.8664,79.7446,4.95505,74.41279190189297,1
2022-07-01,76.2229,76.4775,5.049209523809524,71.43521545899299,1
2022-08-01,76.0322,76.63,5.368071428571429,71.6691280851438,1
2022-09-01,76.7354,78.1342,5.143286956521739,72.6967221608427,1
2022-10-01,77.0773,77.9566,5.236957142857143,72.48762477550487,1
2022-11-01,77.4235,78.214,5.2503,72.7912990576501,1
2022-12-01,75.7348,77.3115,5.274649999999999,72.15071834624041,1
2023-01-01,77.4008,78.2239,5.242431818181818,72.99723823932607,1
2023-02-01,76.4878,76.9355,5.200681818181819,71.924438597802,1
2023-03-01,75.1678,74.7812,5.171688888888889,70.51003167764054,1
2023-04-01,66.3833,67.8892,5.211460869565218,64.126693218252,1
2023-05-01,50.6014,54.8718,5.019733333333333,52.75115806673188,1
2023-06-01,47.3638,48.9555,4.982836363636364,48.21751405485816,1
2023-07-01,46.5763,47.8528,4.851566666666667,46.90209876507522,1
2023-08-01,45.6142,47.3019,4.800833333333333,45.92284098749875,1
2023-09-01,44.1161,47.732,4.903543478260869,46.41358596788385,1
2023-10-01,45.0628,48.1146,4.93699,46.54530364613746,1
2023-11-01,45.9451,50.2974,5.064842857142857,48.61971062815025,1
2023-12-01,50.4828,56.4685,4.89834,53.681372494524,1
2024-01-01,50.8377,57.7398,4.897245,54.945910603032985,1
2024-02-01,49.6318,53.6953,4.914395454545455,51.539618130066216,1
2024-03-01,47.6011,52.2548,4.964389473684211,50.41185225328573,1
2024-04-01,49.0614,51.9195,4.980135,50.27518571612346,1
2024-05-01,50.4026,52.4263,5.129095454545455,51.02469626295941,1
2024-06-01,50.4852,52.5458,5.133047619047619,50.7495511538597,1
2024-07-01,49.2374,51.438,5.388975,50.11975724827295,1
2024-08-01,50.5215,52.6634,5.542047826086956,51.21326633537259,1
2024-09-01,51.7376,54.5639,5.5526136363636365,52.564339224241046,1
2024-10-01 00:00:00,0.0,41.86302780205953,5.682627517627892,41.01268330110604,1
2024-11-01 00:00:00,0.0,42.30559002414929,5.761510454154982,41.51294694202605,1
2024-12-01 00:00:00,0.0,42.6151545177149,5.822901353108311,42.24559750766802,1
2025-01-01 00:00:00,0.0,42.80745436421432,5.861650036487242,42.2151826721974,1
2025-02-01 00:00:00,0.0,42.6443430333931,5.739840118005764,42.191226494894025,1
2025-03-01 00:00:00,0.0,43.86012484564689,5.83929016776742,43.457058650864326,1
2025-04-01 00:00:00,0.0,43.75676758355644,5.891114395643148,43.31207271209894,1
2025-05-01 00:00:00,0.0,43.5070489001189,5.929940348586642,43.18363111326077,1
2025-06-01 00:00:00,0.0,43.28570669976476,5.993920655919183,43.08129084456168,1
2025-07-01 00:00:00,0.0,42.901407647258615,5.97799327764719,42.80615841671772,1
2025-08-01 00:00:00,0.0,42.58498339186066,5.91257958279846,42.292677446662665,1
2025-09-01 00:00:00,0.0,43.056342635464624,5.953368097485062,42.44789649433925,1
2025-10-01 00:00:00,0.0,43.40029616805087,6.021860375693352,42.7701369982476,1
2025-11-01 00:00:00,0.0,43.8041228112224,6.045917214132887,43.21914262639702,1
2025-12-01 00:00:00,0.0,44.19229559668049,6.09419017460413,43.86618471920201,1
2026-01-01 00:00:00,0.0,44.53757010215003,6.144435917953552,44.1325767344011,1
2026-02-01 00:00:00,0.0,44.74452397478772,6.100375853341017,44.48130941165272,1
2026-03-01 00:00:00,0.0,45.12417630922376,6.132585474089507,45.08163065912636,1
2026-04-01 00:00:00,0.0,45.26357851184133,6.219020932180626,44.96096419709866,1
2026-05-01 00:00:00,0.0,45.14627739393935,6.227674617919489,44.87456333281226,1
2026-06-01 00:00:00,0.0,45.03505712745958,6.277252132638181,45.0919185495388,1
2026-07-01 00:00:00,0.0,44.61817681290336,6.269313306233983,44.69610332109493,1
2026-08-01 00:00:00,0.0,44.29033258959172,6.228820778042888,44.14119932922827,1
2026-09-01 00:00:00,0.0,44.70880619395599,6.290234354428923,44.40488922940882,1
2020-08-01,56.9863,56.196,5.280191304347826,60.79300538423946,2
2020-09-01,59.8474,58.5133,5.461233333333333,62.306689101129294,2
2020-10-01,65.6995,66.6685,5.399485714285714,69.36491039471842,2
2020-11-01,75.3144,77.126,5.625790476190476,79.48000699060931,2
2020-12-01,69.5309,70.0093,5.417835,78.08046727341622,2
2021-01-01,69.7542,72.0194,5.145586363636364,76.11592310503006,2
2021-02-01,75.0924,76.0532,5.356245,80.60974868433405,2
2021-03-01,77.8716,78.5283,5.416494444444444,84.1570372396815,2
2021-04-01,84.5177,81.4105,5.646147826086957,87.76366406228136,2
2021-05-01,86.8749,84.4425,5.562135,91.86230380013164,2
2021-06-01,80.3345,81.0717,5.291057142857143,89.93093699828127,2
2021-07-01,78.7582,78.1871,5.031904761904762,85.22486089669522,2
2021-08-01,86.2675,82.3377,5.156704545454546,87.83836756027854,2
2021-09-01,87.0757,82.3831,5.251718181818182,90.5465025808118,2
2021-10-01,87.3113,82.828,5.279690476190477,91.13278917761455,2
2021-11-01,87.4379,84.0226,5.53998,92.37108916081796,2
2021-12-01,87.9916,84.3193,5.55686,92.80868459584045,2
2022-01-01,88.7126,85.529,5.651391304347826,93.343788424561,2
2022-02-01,89.0057,86.4528,5.534104761904762,95.4476390741972,2
2022-03-01,95.6921,95.7739,5.196578947368421,101.00152294823673,2
2022-04-01,94.1273,94.4438,4.968381818181818,102.27689980410057,2
2022-05-01,96.7208,103.0121,4.758015789473684,107.72602345602064,2
2022-06-01,104.9986,109.4711,4.95505,114.9748467065278,2
2022-07-01,108.9586,112.1541,5.049209523809524,119.20490280766938,2
2022-08-01,109.498,105.5665,5.368071428571429,115.91452177261648,2
2022-09-01,97.3042,95.0926,5.143286956521739,108.51217926685962,2
2022-10-01,92.478,93.3682,5.236957142857143,102.42422246679736,2
2022-11-01,99.1789,93.7574,5.2503,101.00778170504364,2
2022-12-01,94.5878,87.1659,5.274649999999999,98.86796579834332,2
2023-01-01,91.8808,82.9182,5.242431818181818,94.1162154600376,2
2023-02-01,88.7906,81.5483,5.200681818181819,92.51764167293804,2
2023-03-01,87.8728,81.5804,5.171688888888889,91.35806451841928,2
2023-04-01,81.1515,78.0305,5.211460869565218,87.79294179377777,2
2023-05-01,69.9096,68.9449,5.019733333333333,78.72699637361674,2
2023-06-01,66.1334,65.6799,4.982836363636364,72.28739416307656,2
2023-07-01,66.1583,66.4136,4.851566666666667,71.50354873474649,2
2023-08-01,64.1405,65.1631,4.800833333333333,70.05747091156917,2
2023-09-01,52.5232,56.6561,4.903543478260869,63.221123276632106,2
2023-10-01,50.9543,51.5039,4.93699,54.75144995943178,2
2023-11-01,63.5847,60.8118,5.064842857142857,61.23456787141308,2
2023-12-01,65.5408,64.1894,4.89834,68.40860349349886,2
2024-01-01,65.0128,63.4706,4.897245,69.30670270397731,2
2024-02-01,64.3794,62.9513,4.914395454545455,68.76140943809534,2
2024-03-01,62.4906,61.4674,4.964389473684211,67.21047670927052,2
2024-04-01,62.774,61.7935,4.980135,67.42723132254187,2
2024-05-01,68.0659,65.2951,5.129095454545455,69.61174869346301,2
2024-06-01,74.1798,69.6117,5.133047619047619,73.92413883583333,2
2024-07-01,74.2311,70.3762,5.388975,76.56994174984729,2
2024-08-01,74.3887,70.6659,5.542047826086956,77.30916488908039,2
2024-09-01,77.0124,71.5292,5.5526136363636365,77.75638630041149,2
2024-10-01 00:00:00,0.0,52.27475433230898,5.682627517627892,56.50437941954687,2
2024-11-01 00:00:00,0.0,52.09724551582412,5.761510454154982,56.54554316400366,2
2024-12-01 00:00:00,0.0,52.202205659589886,5.822901353108311,56.77641011678358,2
2025-01-01 00:00:00,0.0,53.23991422635336,5.861650036487242,56.27191812813785,2
2025-02-01 00:00:00,0.0,51.81479167310058,5.739840118005764,56.60513455308251,2
2025-03-01 00:00:00,0.0,53.38396732771486,5.83929016776742,58.11965350176466,2
2025-04-01 00:00:00,0.0,54.42054567288744,5.891114395643148,59.26930858750892,2
2025-05-01 00:00:00,0.0,55.29589222409832,5.929940348586642,59.909324110125326,2
2025-06-01 00:00:00,0.0,55.71767050901632,5.993920655919183,60.14788778651817,2
2025-07-01 00:00:00,0.0,55.775476415079126,5.97799327764719,60.16778838122539,2
2025-08-01 00:00:00,0.0,54.84285237576838,5.91257958279846,59.38038039990754,2
2025-09-01 00:00:00,0.0,54.91659414249354,5.953368097485062,59.204165140746376,2
2025-10-01 00:00:00,0.0,54.56675846655307,6.021860375693352,58.80393118742266,2
2025-11-01 00:00:00,0.0,54.23064872714374,6.045917214132887,58.649321902722505,2
2025-12-01 00:00:00,0.0,54.282701010787946,6.09419017460413,58.79304551786805,2
2026-01-01 00:00:00,0.0,55.153339171383536,6.144435917953552,58.84082942106579,2
2026-02-01 00:00:00,0.0,54.58584121713467,6.100375853341017,59.41865730956755,2
2026-03-01 00:00:00,0.0,55.37388760396664,6.132585474089507,60.30739697181548,2
2026-04-01 00:00:00,0.0,56.64295541360544,6.219020932180626,61.28412813855703,2
2026-05-01 00:00:00,0.0,57.55613282597144,6.227674617919489,62.19958237081225,2
2026-06-01 00:00:00,0.0,57.8683591697903,6.277252132638181,62.55226950487025,2
2026-07-01 00:00:00,0.0,57.79128079865279,6.269313306233983,62.58117935559885,2
2026-08-01 00:00:00,0.0,57.21715748510468,6.228820778042888,61.78977384590334,2
2026-09-01 00:00:00,0.0,57.31210650780615,6.290234354428923,61.75777629318256,2
